file,reason,run_id,kind,n_records,span_s,end_roll_deg,end_pitch_deg,end_z,desc_dt,desc_dz,desc_rate,desc_vz_min,desc_contact_mean
20260903_055050_run2458_dog0_FALL.json,FALL,2458,LEVEL,14190,28.38,-1.14,-3.86,0.0429,0.846,0.1571,0.1857,-0.3158,0.2227
20260903_055226_run2460_dog0_FALL.json,FALL,2460,LEVEL,14487,28.97,-1.01,-0.74,-0.0218,1.122,0.2247,0.2003,-0.6749,0.2641
20260903_055401_run2462_dog0_FALL.json,FALL,2462,LEVEL,14073,28.14,-6.47,-5.36,0.0521,1.048,0.1484,0.1416,-0.5759,0.3174
20260903_055445_run2463_dog0_FALL.json,FALL,2463,LEVEL,15537,31.07,1.88,6.88,0.0512,0.66,0.149,0.2258,-0.5721,0.3273
20260903_055527_run2464_dog0_FALL.json,FALL,2464,LEVEL,14894,29.78,2.73,1.02,0.0357,1.006,0.165,0.164,-0.6236,0.1503
20260903_055657_run2466_dog0_FALL.json,FALL,2466,LEVEL,12182,24.36,-1.32,10.34,0.0553,0.982,0.1471,0.1498,-0.1664,0.2892
20260903_055735_run2467_dog0_FALL.json,FALL,2467,LEVEL,12119,24.23,-1.44,8.08,0.0549,0.968,0.1451,0.1499,-0.0823,0.3042
20260903_055909_run2469_dog0_FALL.json,FALL,2469,LEVEL,13946,27.89,-0.94,1.39,0.0299,0.882,0.1705,0.1933,-0.4306,0.2369
20260903_055953_run2470_dog0_FALL.json,FALL,2470,MIXED,16398,32.79,16.08,0.58,0.0563,0.988,0.1442,0.146,-0.3349,0.1827
20260903_060125_run2472_dog0_FALL.json,FALL,2472,LEVEL,12667,25.33,6.26,3.75,0.0216,0.814,0.1804,0.2217,-0.4448,0.2848
20260903_060356_run2475_dog0_FALL.json,FALL,2475,LEVEL,14607,29.21,-3.95,-2.64,0.0411,0.71,0.159,0.224,-0.1193,0.3402
20260903_060437_run2476_dog0_FALL.json,FALL,2476,LEVEL,14476,28.95,-1.0,-1.5,0.0459,0.772,0.1541,0.1997,-0.7204,0.15
20260903_060516_run2477_dog0_FALL.json,FALL,2477,TIP,13084,26.16,28.25,8.84,0.0741,1.166,0.1269,0.1089,-0.0882,0.2954
20260903_060746_run2480_dog0_FALL.json,FALL,2480,TIP,14568,29.13,118.84,72.24,0.0014,0.602,0.1987,0.33,-0.1793,0.1636
20260903_061302_run2486_dog0_FALL.json,FALL,2486,LEVEL,16655,33.31,-1.82,13.43,0.0338,0.576,0.1678,0.2913,-1.3014,0.3409
20260903_061339_run2487_dog0_FALL.json,FALL,2487,LEVEL,12892,25.78,-1.73,0.75,0.0026,1.0,0.1993,0.1993,-0.5745,0.3304
20260903_061415_run2488_dog0_FALL.json,FALL,2488,LEVEL,11943,23.88,-0.32,0.97,0.0364,0.838,0.1637,0.1953,-0.5645,0.2539
20260903_061642_run2491_dog0_FALL.json,FALL,2491,MIXED,14078,28.15,-17.81,-2.74,0.0475,0.792,0.1525,0.1926,-0.267,0.2853
20260903_062121_run2493_dog0_FALL.json,FALL,2493,LEVEL,12819,25.63,1.17,6.0,-0.0021,1.06,0.2042,0.1926,-0.4151,0.2632
20260903_062255_run2495_dog0_FALL.json,FALL,2495,LEVEL,14424,28.84,-3.22,3.51,-0.0023,1.03,0.2035,0.1975,-0.6213,0.2303
20260903_062344_run2496_dog0_FALL.json,FALL,2496,MIXED,17642,35.28,-20.28,12.14,0.0593,0.922,0.1425,0.1546,-0.5497,0.2136
20260903_062517_run2498_dog0_FALL.json,FALL,2498,LEVEL,13689,27.37,-2.89,-4.37,-0.0271,0.87,0.2274,0.2614,-0.623,0.1773
20260903_062602_run2499_dog0_FALL.json,FALL,2499,LEVEL,16399,32.79,-1.31,5.3,0.0573,0.846,0.1435,0.1697,-0.2392,0.3424
20260903_062641_run2500_dog0_FALL.json,FALL,2500,MIXED,13030,26.06,17.56,3.66,0.0447,1.102,0.1556,0.1412,-0.8225,0.2277
20260903_062817_run2502_dog0_FALL.json,FALL,2502,LEVEL,14859,29.71,-0.63,0.96,0.086,0.762,0.1143,0.15,-0.4002,0.1273
20260903_062902_run2503_dog0_FALL.json,FALL,2503,LEVEL,16162,32.32,-0.55,7.48,0.0581,0.958,0.142,0.1482,-0.1514,0.1849
20260903_062942_run2504_dog0_FALL.json,FALL,2504,TIP,13885,27.77,-39.99,7.74,0.062,0.836,0.1381,0.1651,-0.5381,0.2766
20260903_063023_run2505_dog0_FALL.json,FALL,2505,LEVEL,14041,28.08,0.57,-0.2,0.0273,0.806,0.1727,0.2143,-0.1371,0.3114
20260903_063200_run2507_dog0_FALL.json,FALL,2507,TIP,15106,30.21,-99.93,-6.75,-0.0021,4.83,0.2027,0.042,-0.2653,0.3979
20260903_063248_run2508_dog0_FALL.json,FALL,2508,LEVEL,17069,34.13,-0.76,-0.31,0.0389,6.53,0.1619,0.0248,-0.6367,0.2868
20260903_063426_run2510_dog0_FALL.json,FALL,2510,LEVEL,15583,31.16,-0.02,3.02,-0.0653,0.884,0.267,0.302,-0.1632,0.2205
20260903_063503_run2511_dog0_FALL.json,FALL,2511,LEVEL,12738,25.47,-0.53,4.99,0.0043,0.822,0.1958,0.2382,-0.3425,0.2505
20260903_063544_run2512_dog0_FALL.json,FALL,2512,LEVEL,14271,28.54,0.85,4.0,0.0658,1.138,0.1344,0.1181,-0.4853,0.25
20260903_063813_run2515_dog0_FALL.json,FALL,2515,LEVEL,14178,28.35,5.39,-2.55,0.0443,0.978,0.1562,0.1597,-0.4761,0.327
20260903_064131_run2519_dog0_FALL.json,FALL,2519,LEVEL,12288,24.57,-2.14,4.7,0.0175,1.026,0.1835,0.1789,-0.339,0.2757
20260903_064451_run2523_dog0_FALL.json,FALL,2523,LEVEL,12915,25.83,-1.2,-1.18,0.0377,0.9,0.1624,0.1805,-0.3473,0.1752
20260903_064530_run2524_dog0_FALL.json,FALL,2524,LEVEL,13968,27.93,2.56,11.33,0.0623,0.966,0.1384,0.1432,-0.626,0.3355
20260903_064610_run2525_dog0_FALL.json,FALL,2525,MIXED,13788,27.57,12.25,-1.41,0.0229,1.176,0.1771,0.1506,-0.3148,0.2339
20260903_064650_run2526_dog0_FALL.json,FALL,2526,LEVEL,14050,28.1,0.66,-1.58,0.0004,0.912,0.2039,0.2236,-0.2971,0.3057
20260903_064729_run2527_dog0_FALL.json,FALL,2527,LEVEL,12879,25.75,-3.05,0.93,0.008,0.96,0.1929,0.2009,-0.175,0.1979
20260903_064808_run2528_dog0_FALL.json,FALL,2528,LEVEL,13748,27.49,5.43,0.37,0.0454,0.866,0.1546,0.1785,-0.385,0.2304
20260903_064940_run2530_dog0_FALL.json,FALL,2530,LEVEL,13000,26.0,2.83,-3.62,-0.0202,0.966,0.2208,0.2286,-0.2952,0.3335
20260903_065019_run2531_dog0_FALL.json,FALL,2531,MIXED,12679,25.35,10.09,4.49,0.0246,0.822,0.1754,0.2134,-0.4103,0.1234
20260903_065151_run2533_dog0_FALL.json,FALL,2533,MIXED,13469,26.93,-16.05,2.62,-0.0099,0.876,0.2111,0.241,-0.1004,0.2835
20260903_065322_run2535_dog0_FALL.json,FALL,2535,LEVEL,12051,24.1,-1.63,0.89,0.0356,0.62,0.165,0.2661,-1.3063,0.1727
20260903_065405_run2536_dog0_FALL.json,FALL,2536,LEVEL,14921,29.84,1.77,5.18,0.0753,1.354,0.1262,0.0932,-0.1954,0.1812
20260903_065449_run2537_dog0_FALL.json,FALL,2537,TIP,16509,33.01,-39.79,10.82,0.0873,1.054,0.1131,0.1073,-0.5342,0.2787
20260903_065533_run2538_dog0_FALL.json,FALL,2538,MIXED,15098,30.19,11.21,-4.41,0.0675,1.342,0.1326,0.0988,-0.165,0.2234
20260903_070345_run2544_dog0_FALL.json,FALL,2544,LEVEL,13039,26.07,-0.36,-3.02,0.0484,0.732,0.1529,0.2088,-0.5636,0.297
20260903_070517_run2546_dog0_FALL.json,FALL,2546,LEVEL,12924,25.84,-0.05,3.55,-0.0186,0.964,0.2189,0.227,-0.3537,0.2288
20260903_070652_run2548_dog0_FALL.json,FALL,2548,TIP,14083,28.16,-29.27,6.51,0.0792,0.854,0.127,0.1487,-2.5228,0.1672
20260903_070827_run2550_dog0_FALL.json,FALL,2550,LEVEL,14032,28.06,-8.05,10.41,0.038,0.622,0.1628,0.2618,-0.8284,0.3227
20260903_070906_run2551_dog0_FALL.json,FALL,2551,LEVEL,13101,26.2,-0.49,5.32,0.0813,0.852,0.1187,0.1394,-0.2846,0.1455
20260903_071429_run2554_dog0_FALL.json,FALL,2554,LEVEL,8645,17.29,-2.29,9.84,0.001,1.032,0.1992,0.193,-0.7345,0.363
20260903_071754_run2558_dog0_FALL.json,FALL,2558,LEVEL,16309,32.61,0.02,6.28,0.0508,0.872,0.1497,0.1716,-0.2037,0.3177
20260903_071834_run2559_dog0_FALL.json,FALL,2559,LEVEL,13249,26.49,-1.29,-2.76,0.05,0.832,0.1521,0.1829,-0.4588,0.2318
20260903_072006_run2561_dog0_FALL.json,FALL,2561,LEVEL,12760,25.52,-0.1,2.69,0.0068,0.766,0.1948,0.2544,-0.4913,0.2442
20260903_072142_run2563_dog0_FALL.json,FALL,2563,MIXED,15494,30.98,10.94,5.4,0.071,0.96,0.1305,0.1359,-0.0439,0.1923
20260903_072229_run2564_dog0_FALL.json,FALL,2564,LEVEL,16545,33.09,-1.72,2.32,0.0363,0.82,0.1642,0.2002,-0.5618,0.1996
20260903_072305_run2565_dog0_FALL.json,FALL,2565,LEVEL,12171,24.34,-2.09,0.58,0.0366,0.758,0.168,0.2216,-0.4793,0.218
20260903_072345_run2566_dog0_FALL.json,FALL,2566,LEVEL,13027,26.05,-2.59,-1.8,-0.0226,0.788,0.2234,0.2835,-0.3198,0.2112
20260903_072431_run2567_dog0_FALL.json,FALL,2567,LEVEL,16626,33.25,1.98,11.6,-0.0163,1.498,0.2218,0.1481,-0.2443,0.2754
20260903_072509_run2568_dog0_FALL.json,FALL,2568,LEVEL,12954,25.9,8.12,-0.77,0.0302,1.024,0.18,0.1758,-0.4145,0.1654
20260903_072741_run2569_dog0_FALL.json,FALL,2569,LEVEL,16260,32.51,-1.4,-3.51,0.0589,7.506,0.1419,0.0189,-0.5782,0.2677
20260903_072928_run2571_dog0_FALL.json,FALL,2571,LEVEL,17512,35.02,3.97,1.27,0.0267,0.922,0.1749,0.1897,-0.4068,0.3186
20260903_073007_run2572_dog0_FALL.json,FALL,2572,LEVEL,12546,25.09,-1.49,4.88,0.0068,0.838,0.1954,0.2332,-0.2488,0.2368
20260903_073019_run2573_dog0_FALL.json,FALL,2573,TIP,250,0.5,180.0,-0.0,-0.4389,,,,,
20260903_073059_run2574_dog0_FALL.json,FALL,2574,LEVEL,13662,27.32,0.0,-0.0,0.0372,0.792,0.1629,0.2057,-0.2203,0.1296
20260903_073142_run2575_dog0_FALL.json,FALL,2575,MIXED,15162,30.32,-18.34,-0.0,0.0053,1.354,0.1949,0.1439,-0.5671,0.2223
20260903_073536_run2579_dog0_FALL.json,FALL,2579,LEVEL,14910,29.82,0.0,0.0,0.0032,1.172,0.1986,0.1695,-0.3031,0.1103
20260903_073719_run2581_dog0_FALL.json,FALL,2581,MIXED,13098,26.19,-21.28,-0.01,0.05,0.744,0.1508,0.2027,-0.2135,0.1799
20260903_073810_run2582_dog0_FALL.json,FALL,2582,LEVEL,19276,38.55,0.89,0.0,0.0379,0.904,0.1623,0.1796,-0.3875,0.1882
20260903_074222_run2586_dog0_FALL.json,FALL,2586,LEVEL,20540,41.08,0.0,-0.01,0.0329,0.886,0.1715,0.1935,-0.2875,0.4543
20260903_074314_run2587_dog0_FALL.json,FALL,2587,LEVEL,20205,40.41,0.01,-0.0,0.037,0.812,0.1633,0.2011,-0.4863,0.1943
20260903_074410_run2588_dog0_FALL.json,FALL,2588,TIP,21451,42.9,-144.03,27.84,-0.1066,0.846,0.307,0.3629,0.2578,0.2366
20260903_074657_run2591_dog0_FALL.json,FALL,2591,LEVEL,14604,29.2,4.58,-0.0,0.0406,0.976,0.1601,0.1641,-0.3052,0.197
20260903_074744_run2592_dog0_FALL.json,FALL,2592,MIXED,17350,34.7,24.97,8.9,0.08,1.108,0.1207,0.1089,-0.0799,0.1994
20260903_074832_run2593_dog0_FALL.json,FALL,2593,TIP,17518,35.03,-30.97,9.11,0.0818,1.044,0.1183,0.1133,-0.1826,0.2007
20260903_074921_run2594_dog0_FALL.json,FALL,2594,LEVEL,18118,36.23,0.0,-0.0,0.037,0.902,0.1631,0.1809,-0.272,0.2364
20260903_075009_run2595_dog0_FALL.json,FALL,2595,LEVEL,17895,35.79,0.0,3.02,-0.0453,1.122,0.2481,0.2211,-0.3728,0.3142
20260903_075055_run2596_dog0_FALL.json,FALL,2596,TIP,16855,33.71,36.5,9.39,0.082,0.806,0.118,0.1465,0.0765,0.2682
20260903_075132_run2597_dog0_FALL.json,FALL,2597,MIXED,12572,25.14,15.3,-0.0,0.0473,1.014,0.1534,0.1513,-0.2042,0.2768
20260903_075222_run2598_dog0_FALL.json,FALL,2598,LEVEL,18845,37.69,0.69,-0.01,0.0387,0.838,0.1628,0.1943,-0.1838,0.3486
20260903_075312_run2599_dog0_FALL.json,FALL,2599,TIP,19189,38.37,-27.86,9.0,0.0803,0.854,0.1201,0.1406,-0.1783,0.1117
20260903_075407_run2600_dog0_FALL.json,FALL,2600,TIP,20798,41.59,28.25,8.92,0.0692,0.98,0.1313,0.134,-0.0384,0.2048
20260903_075503_run2601_dog0_FALL.json,FALL,2601,LEVEL,21757,43.51,0.09,7.15,0.0613,0.792,0.1388,0.1752,0.0411,0.2347
20260903_075557_run2602_dog0_FALL.json,FALL,2602,LEVEL,21095,42.19,-0.0,6.16,0.0569,0.954,0.144,0.151,-0.1136,0.1849
20260903_075649_run2603_dog0_FALL.json,FALL,2603,TIP,19204,38.4,30.98,9.13,0.0727,0.948,0.1274,0.1344,-0.2095,0.2538
20260903_075744_run2604_dog0_FALL.json,FALL,2604,LEVEL,21439,42.87,0.0,7.38,0.0607,0.696,0.1397,0.2007,-0.1904,0.15
20260903_075838_run2605_dog0_FALL.json,FALL,2605,LEVEL,20149,40.29,-0.0,-0.0,0.037,0.914,0.1652,0.1807,-0.4069,0.337
20260903_075916_run2606_dog0_FALL.json,FALL,2606,MIXED,12917,25.83,19.04,-0.04,0.0489,0.886,0.1516,0.1711,-0.1434,0.318
20260903_080012_run2607_dog0_FALL.json,FALL,2607,LEVEL,21807,43.61,0.0,0.0,0.037,0.818,0.164,0.2005,-0.3837,0.2444
20260903_080656_run2611_dog0_FALL.json,FALL,2611,LEVEL,19556,39.11,0.0,0.0,0.0369,0.936,0.1639,0.1752,-0.4943,0.2218
20260903_081722_run2618_dog0_FALL.json,FALL,2618,LEVEL,17697,35.39,-2.56,8.83,0.0606,1.074,0.1398,0.1301,-0.5395,0.4173
20260903_081811_run2619_dog0_FALL.json,FALL,2619,LEVEL,19995,39.99,0.0,-0.01,0.0363,1.082,0.1642,0.1518,-0.4982,0.1529
20260903_081854_run2620_dog0_FALL.json,FALL,2620,TIP,17225,34.45,-39.14,9.55,0.0838,0.942,0.1164,0.1235,-0.4531,0.3545
20260903_085404_run2630_dog0_FALL.json,FALL,2630,LEVEL,17658,35.31,-0.0,-0.0,0.0371,0.918,0.1631,0.1776,-0.5611,0.2063
20260903_090835_run2639_dog0_FALL.json,FALL,2639,LEVEL,65536,131.07,-1.54,1.39,0.0431,1.042,0.1573,0.1509,-0.3315,0.2848
20260903_093522_run2645_dog0_FALL.json,FALL,2645,TIP,12007,24.01,28.76,9.03,0.0638,0.964,0.1365,0.1415,-0.1839,0.3925
20260903_093556_run2646_dog0_FALL.json,FALL,2646,LEVEL,12538,25.07,-0.0,-0.0,0.037,0.648,0.1633,0.2519,-0.6782,0.3636
20260903_094041_run2649_dog0_FALL.json,FALL,2649,LEVEL,13972,27.94,-4.15,3.54,0.052,0.836,0.1513,0.181,-0.1385,0.1594
20260903_095106_run2656_dog0_FALL.json,FALL,2656,LEVEL,16648,33.29,2.08,-0.0,-0.0076,0.808,0.2079,0.2573,-0.2525,0.2129
20260903_102207_run2664_dog0_FALL.json,FALL,2664,LEVEL,11865,23.73,2.37,-0.0,0.0389,1.002,0.1622,0.1619,-0.7717,0.278
20260903_102725_run2667_dog0_FALL.json,FALL,2667,TIP,9370,18.74,161.41,-0.95,-0.2469,0.51,0.4472,0.8769,-0.6638,0.3091
20260903_103719_run2678_dog0_FALL.json,FALL,2678,TIP,14828,29.65,33.86,8.9,0.0819,1.024,0.1183,0.1155,-0.1208,0.2313
20260903_104325_run2683_dog0_FALL.json,FALL,2683,LEVEL,20346,40.69,-0.41,6.36,0.058,0.722,0.1425,0.1973,-0.0887,0.2273
20260903_104423_run2684_dog0_FALL.json,FALL,2684,LEVEL,20934,41.86,-0.98,6.62,0.0594,1.006,0.1408,0.14,-0.2073,0.2136
20260903_104630_run2686_dog0_FALL.json,FALL,2686,LEVEL,21216,42.43,-5.75,7.92,0.0666,0.702,0.1339,0.1908,-0.62,0.2773
20260903_104729_run2687_dog0_FALL.json,FALL,2687,LEVEL,21580,43.16,1.64,-0.03,0.0407,1.01,0.161,0.1594,-0.195,0.2062
20260903_104829_run2688_dog0_FALL.json,FALL,2688,LEVEL,22083,44.16,0.0,6.9,0.0592,0.674,0.1416,0.21,-0.5705,0.2955
20260903_104911_run2689_dog0_FALL.json,FALL,2689,LEVEL,12982,25.96,-0.0,-0.0,0.0369,1.374,0.1632,0.1188,-0.4133,0.3042
20260903_105012_run2690_dog0_FALL.json,FALL,2690,LEVEL,22022,44.04,2.06,1.81,0.0465,1.014,0.1542,0.1521,-0.1181,0.1916
20260903_105112_run2691_dog0_FALL.json,FALL,2691,LEVEL,21794,43.58,-0.01,-0.0,0.037,0.826,0.1635,0.1979,-0.5313,0.2019
20260903_105207_run2692_dog0_FALL.json,FALL,2692,LEVEL,20420,40.84,0.61,3.93,0.0506,0.906,0.1498,0.1654,-0.2409,0.1773
20260903_105306_run2693_dog0_FALL.json,FALL,2693,LEVEL,20953,41.9,-0.0,-0.0,0.037,0.9,0.1632,0.1813,-0.3634,0.2489
20260903_105403_run2694_dog0_FALL.json,FALL,2694,LEVEL,20310,40.62,0.0,7.09,0.0598,0.638,0.141,0.221,-0.7011,0.3227
20260903_110037_run2701_dog0_FALL.json,FALL,2701,TIP,10710,21.42,37.62,9.35,0.0833,0.634,0.1168,0.1842,0.1084,0.3461
20260903_173027_dog0_PASS_c21.json,PASS_c21,,MIXED,20227,40.45,-15.22,2.63,0.0329,4.024,0.1677,0.0417,-0.7215,0.5
20260903_173417_dog0_NONE_c21.json,NONE_c21,,LEVEL,65536,131.07,-0.73,-3.24,0.1819,,,,,
20260903_173508_dog0_PASS_c21.json,PASS_c21,,LEVEL,20280,40.56,-3.42,-0.06,0.0366,4.034,0.1643,0.0407,-0.6447,0.5
20260903_173557_dog0_PASS_c21.json,PASS_c21,,LEVEL,20060,40.12,-3.8,0.13,0.0354,3.592,0.165,0.0459,-0.6419,0.5
20260903_173648_dog0_PASS_c21.json,PASS_c21,,LEVEL,20263,40.52,-0.43,0.01,0.0346,4.034,0.1657,0.0411,-0.6437,0.5
20260903_173737_dog0_PASS_c21.json,PASS_c21,,LEVEL,20065,40.13,-0.32,0.05,0.0351,3.634,0.1652,0.0455,-0.6469,0.5
20260903_173828_dog0_PASS_c21.json,PASS_c21,,LEVEL,20302,40.6,-1.05,1.11,0.0375,4.028,0.1633,0.0406,-0.6461,0.5
20260903_173919_dog0_PASS_c21.json,PASS_c21,,LEVEL,20245,40.49,0.16,0.11,0.0358,4.026,0.1653,0.0411,-0.6511,0.5
20260903_174008_dog0_PASS_c21.json,PASS_c21,,LEVEL,20087,40.17,-1.17,-0.19,0.0295,3.71,0.1711,0.0461,-0.6647,0.5
20260903_174058_dog0_PASS_c21.json,PASS_c21,,LEVEL,20294,40.59,-1.98,-0.37,0.0376,4.026,0.164,0.0407,-0.6488,0.5
20260903_174504_dog0_PASS_c22.json,PASS_c22,,LEVEL,20387,40.77,-0.41,-0.06,0.0298,4.028,0.171,0.0425,-0.9708,0.5
20260903_174638_run2723_dog0_FALL.json,FALL,2723,LEVEL,13041,26.08,0.0,0.0,0.0374,0.886,0.1632,0.1841,-0.2906,0.2023
20260903_174640_dog0_FAIL_c22.json,FAIL_c22,,LEVEL,13041,26.08,0.0,0.0,0.0374,0.886,0.1632,0.1841,-0.2906,0.2023
20260903_174809_dog0_PASS_c22.json,PASS_c22,,LEVEL,20057,40.11,-9.1,-0.06,0.0361,3.594,0.1649,0.0459,-0.6346,0.5
